PID,TID,FULLNAME,POS,AGE,GP,MPG,MIN,USG,Tor,FTA,FT,PA2,P2,PA3,P3,EFG,TS,PPG,RPG,TRB,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
418,25,Jusuf Nurkic,C,24,59,27.3,56.8,24.5,14.4,293,0.758,643,0.526,26,0.115,0.512,0.568,15.4,10.2,19.8,3.2,17.7,0.97,1.49,2.27,11.6,116.1,96.6
419,6,David Nwaba,G,26,30,18.2,37.8,15.4,7.8,64,0.641,103,0.524,46,0.304,0.503,0.539,6.4,3.1,9.6,1,8.1,0.63,0.3,0.5,5.9,113.6,107.8
420,2,Semi Ojeleye,F,24,41,10.7,22.4,13.8,9.2,22,0.682,50,0.6,68,0.309,0.521,0.54,3.4,1.6,8,0.4,5.1,0.2,0.07,0.32,4.8,108.9,105.6
421,19,Jahlil Okafor,C,23,41,15.1,31.4,19.7,10.5,62,0.71,235,0.596,1,0,0.593,0.615,7.9,4.7,16.3,0.6,6,0.27,0.63,0.76,7.5,120.1,103.2
422,24,Elie Okobo,G,21,42,18.5,38.6,17.1,18.1,35,0.829,132,0.462,106,0.274,0.439,0.47,5.7,2,5.9,2.6,19.6,0.6,0.12,1.33,6.7,92.1,107.8
423,18,Josh Okogie,G,20,52,22.6,47,16.7,11.3,112,0.741,210,0.448,155,0.265,0.426,0.476,7.6,3,7.1,1.1,6.8,1.06,0.37,1.02,5.2,96.5,104.4
424,12,Victor Oladipo,G,26,36,31.9,66.4,27.8,11.2,141,0.73,372,0.47,216,0.343,0.486,0.519,18.8,5.6,9.8,5.2,24.8,1.67,0.31,2.28,10.3,104.4,101
425,16,Kelly Olynyk,F,27,56,20.9,43.5,19,16.1,125,0.792,153,0.634,229,0.345,0.564,0.606,9.5,4.5,11.4,1.8,12.7,0.61,0.36,1.5,8.1,112.4,99.5
426,29,Royce O'Neale,F,25,59,18.7,39,11.6,16.4,36,0.75,124,0.54,110,0.427,0.588,0.604,5.1,3.3,9.7,1.4,10.2,0.66,0.32,0.83,6.1,110.4,98.2
427,12,Kyle O'Quinn,C,28,34,7.8,16.2,20.1,19.6,12,0.917,82,0.512,11,0.091,0.468,0.499,2.9,2.6,18.3,1.2,21.3,0.18,0.53,0.71,10.7,101,87.7
428,6,Cedi Osman,F,23,55,31.5,65.6,18.8,11.8,134,0.761,335,0.504,264,0.345,0.51,0.542,13,4.7,8.3,2.3,11.4,0.71,0.16,1.6,6.6,105.7,111
429,30,Kelly Oubre Jr.,F,23,29,26,54.2,21,8.1,85,0.8,173,0.526,132,0.311,0.5,0.545,12.9,4.4,9.4,0.7,3.8,0.93,0.69,1.03,5.2,104.9,107.4
430,24,Kelly Oubre Jr.,F,23,31,28.6,59.6,24,10.5,117,0.761,229,0.524,161,0.323,0.508,0.549,15.6,4.6,9,1.5,8.6,1.26,0.97,1.68,6.7,104.5,108.7
431,9,Zaza Pachulia,C,35,49,14.2,29.6,14.5,18.2,102,0.775,145,0.469,4,0,0.456,0.554,4.4,4.4,17,1.4,14.1,0.59,0.31,0.88,8.5,117.6,92.2
432,5,Jabari Parker,F,23,39,26.7,55.7,25.1,14.1,108,0.731,350,0.523,114,0.325,0.514,0.543,14.3,6.2,12.6,2.2,13.4,0.62,0.36,2.15,8.7,100.2,106
433,30,Jabari Parker,F,23,6,27.5,57.3,20.5,22.7,14,0.643,36,0.611,19,0.211,0.509,0.531,10.8,6.2,12.4,3.5,18,1.17,0.83,3,9,92.2,105.4
434,4,Tony Parker,G,36,49,18.2,38,25.2,12,117,0.726,371,0.482,40,0.225,0.468,0.508,9.6,1.5,4.5,3.8,33.5,0.37,0.12,1.29,8.3,106.5,111.4
435,15,Chandler Parsons,F,30,6,17,35.5,20.7,10.7,2,1,16,0.375,25,0.2,0.329,0.346,4.8,2.5,8.3,0.8,7.4,0.67,0.17,0.83,5,69.5,99.7
436,21,Patrick Patterson,F,29,57,14.7,30.7,12.2,8.4,30,0.633,81,0.444,136,0.338,0.484,0.497,4,2.5,8.7,0.5,4.6,0.28,0.23,0.37,4.7,106.8,106.7
437,11,Chris Paul,G,33,37,32.7,68.2,22.4,16.1,144,0.847,239,0.485,224,0.362,0.513,0.567,16.1,4.4,7.5,8.3,39.5,2.03,0.27,2.73,10.2,118.8,106.6
438,5,Cameron Payne,G,24,31,17.3,36,17.4,16,25,0.88,109,0.486,59,0.271,0.458,0.492,5.7,1.7,5.4,2.7,22.7,0.65,0.19,1.1,6.9,99.4,107.4
439,6,Cameron Payne,G,24,9,19.6,40.7,18.2,15.1,16,0.688,30,0.6,25,0.36,0.573,0.596,8.2,2.1,6,2.6,20.2,0.89,0.33,1.22,7.2,114.3,110.2
440,30,Gary Payton II,G,26,3,5.3,11,24.1,11.1,0,0,6,0.667,2,0.5,0.688,0.688,3.7,0.7,6.9,1.3,45.6,1,0.33,0.33,11.3,135,97.8
441,19,Elfrid Payton,G,25,22,27.6,57.4,18.6,19.8,35,0.714,158,0.481,46,0.348,0.49,0.513,10.2,3.7,7,6.3,30.2,1.14,0.36,2.45,9,103.9,108
442,3,Theo Pinson,G-F,23,11,14.6,30.5,19.1,19.2,16,0.938,22,0.455,30,0.267,0.423,0.5,5.4,2.6,9.6,1.5,14.8,0.36,0,1.27,7.6,94.5,105.6
443,8,Mason Plumlee,F-C,28,59,20.6,42.8,17.1,19.5,157,0.541,316,0.623,7,0.286,0.619,0.618,8.2,6.1,16.2,2.7,18.3,0.86,0.9,1.61,10,117.9,93.3
444,1,Miles Plumlee,C,30,18,9.6,20,16.8,14,30,0.533,48,0.667,0,0,0.667,0.654,4.4,2.2,12.1,0.9,15,0.33,0.22,0.56,8.6,125.1,109.8
445,27,Jakob Poeltl,C,23,58,14.9,31,14.3,14.9,69,0.551,209,0.636,0,0,0.636,0.635,5.2,4.9,18,1.2,11.5,0.28,0.67,0.72,8.4,131.1,103.4
446,27,Quincy Pondexter,F,30,45,5.8,12.1,13.4,12.5,38,0.789,35,0.571,18,0.333,0.547,0.631,2,1,9,0.5,11.5,0.2,0.02,0.22,6.9,125.7,105.8
447,30,Otto Porter Jr.,F,25,41,29.1,60.5,18.2,7.8,64,0.766,266,0.515,176,0.369,0.531,0.551,12.6,5.7,10.8,2,9.6,1.54,0.54,0.98,7.2,109.5,108.8
